Farm_ID,Crop_Type,Farm_Location,Nitrogen_Percent,Phosphorus_ppm,Potassium_ppm,Soil_pH,Rainfall_mm,Yield_kg_per_ha,Planting_Date,Harvest_Date
GH-00821,Groundnut,Brong Ahafo,0.74,38.6,124.7,6.81,1274.2,1668.8,2022-11-20,2023-03-21
GH-01912,Plantain,Northern,1.46,17.6,140.0,6.42,1037.6,5258.5,2022-06-02,2022-10-02
GH-00710,Soybean,Upper West,2.69,,114.2,6.8,988.7,2267.3,2023-05-03,2023-08-06
GH-00513,Groundnut,Central,1.19,49.7,292.4,5.98,1448.9,2409.7,2022-06-13,2022-09-21
GH-01162,Yam,Central,2.31,14.8,200.7,4.71,1042.3,7149.7,2023-05-02,2023-12-11
GH-00843,Maize,Northern,1.64,41.7,58.8,4.95,1135.1,3807.3,2023-03-05,2023-06-05
GH-01490,Maize,Eastern,2.45,17.4,182.6,4.55,1276.9,3672.5,2023-05-11,2023-09-09
GH-01263,Groundnut,Brong Ahafo,3.32,33.4,270.5,4.96,1181.9,1668.4,2023-07-16,2023-12-06
GH-01100,Cassava,Central,1.5,46.0,165.5,7.2,1084.0,13951.2,2023-04-10,2024-09-10
GH-01950,,Ashanti,2.31,36.3,254.0,6.48,1849.5,1693.2,2022-09-16,2023-02-12
GH-00056,Cocoa,Brong Ahafo,2.81,48.2,159.5,7.38,,438.1,2023-06-19,2024-03-20
GH-01774,Cocoa,Central,2.73,46.2,65.7,4.87,1477.2,1160.8,2022-03-28,2022-12-28
GH-00362,Maize,Central,1.53,26.6,123.2,5.14,1203.9,3209.2,2023-07-16,2023-11-25
GH-00931,Groundnut,Volta,3.46,8.8,118.5,7.44,1101.0,2286.3,2023-11-10,2024-02-25
GH-01010,Soybean,Upper West,1.72,11.3,261.9,6.98,1090.8,,2023-11-17,2024-04-05
GH-01797,Groundnut,Ashanti,1.85,33.5,236.6,5.91,1803.4,817.9,2022-10-14,2023-03-05
GH-01504,Cassava,Eastern,1.95,13.3,111.9,6.1,1425.1,12872.4,2022-05-13,2023-05-04
GH-01613,Soybean,Upper West,2.46,40.5,268.7,5.93,1132.9,2263.3,2022-10-29,2023-02-20
GH-01984,Cassava,Upper West,,27.6,104.0,5.05,948.1,10155.0,2022-05-30,2023-11-16
GH-01888,Cocoa,Ashanti,1.17,,129.1,4.75,1593.4,937.8,2023-11-07,2024-08-18
GH-00528,Rice,Western,1.77,12.7,196.0,7.38,1520.9,3504.7,2023-10-14,2024-03-05
GH-01451,Soybean,Volta,2.5,31.2,117.8,5.6,1397.4,,2022-02-26,2022-06-01
GH-00410,Plantain,Eastern,3.45,,136.5,6.1,1320.3,13768.3,2022-08-08,2022-11-10
GH-00650,Yam,Western,1.11,,64.0,5.84,1690.4,11235.2,2023-04-14,2023-11-09
GH-01977,Groundnut,Northern,3.24,,99.7,5.08,1046.6,1988.9,2023-09-12,2023-12-30
GH-00791,Plantain,Ashanti,2.97,43.0,273.7,6.94,1698.6,13766.8,2022-04-01,2022-07-27
GH-01695,,Northern,2.09,38.5,159.2,6.47,1060.6,6483.0,2023-04-27,2023-12-17
GH-00199,Yam,Volta,3.26,19.2,114.9,5.47,1078.5,8333.6,2023-01-09,2023-07-27
GH-01863,Cassava,Northern,1.88,35.8,100.9,5.0,1130.7,8513.4,2023-10-07,2024-07-04
GH-01637,Maize,Upper West,3.32,27.6,131.1,6.44,,2445.2,2022-01-09,2022-04-24
GH-01291,Maize,Central,1.64,18.1,145.9,5.34,1479.4,2868.2,2022-02-15,2022-07-04
GH-00974,Cassava,Volta,1.1,20.7,73.5,5.43,1323.4,12750.9,2022-02-08,2023-09-03
GH-01433,Plantain,Eastern,2.11,,255.4,5.11,1597.9,11056.5,2023-04-11,2022-12-02
GH-00452,Plantain,Upper East,2.06,17.6,248.8,5.8,1054.5,6502.1,2023-04-13,2023-07-16
GH-01308,Soybean,Ashanti,1.8,11.7,169.7,7.29,1551.5,2263.4,2022-09-22,2023-01-18
GH-00418,Rice,Upper West,1.73,11.3,227.3,7.24,,2108.5,2023-06-09,2023-09-28
GH-01868,Yam,Upper West,2.4,26.9,209.7,6.06,1134.4,17916.2,2023-08-30,2024-04-19
GH-00748,Groundnut,Volta,1.42,32.5,156.2,5.65,1320.3,2473.1,2023-08-28,2023-12-08
GH-00567,Rice,Upper East,2.27,,174.9,5.5,902.4,,2022-08-17,2023-01-01
GH-01759,Groundnut,Northern,0.99,25.1,258.3,5.45,1074.5,2161.7,2023-07-05,2023-10-20
GH-00179,Maize,ASH,1.04,45.7,251.7,6.61,1452.5,2080.9,2023-04-30,2023-08-03
GH-01250,Cocoa,Western,2.36,25.2,107.1,6.95,,1064.8,2023-01-13,2023-10-14
GH-01539,Plantain,Ashanti,1.83,32.9,83.4,5.96,1876.8,6182.4,2023-08-01,2023-05-07
GH-00120,Yam,Central,2.49,38.6,,4.69,1176.6,15341.9,2022-05-22,2023-03-12
GH-00857,Cassava,Ashanti,3.09,39.2,219.2,5.81,1641.8,13926.7,2023-01-18,2023-10-30
GH-00818,Cassava,Western,3.05,9.8,126.2,5.42,1905.3,10466.9,2023-02-07,2023-11-25
GH-01790,Plantain,Volta,1.27,27.9,217.7,6.98,1006.3,14248.7,2022-03-19,2022-08-10
GH-01699,Maize,Western,1.02,36.4,259.1,6.96,2089.1,1718.7,2022-12-18,2023-04-22
GH-01521,Plantain,Northern,3.09,25.4,128.2,6.74,1112.9,5714.2,2022-07-23,2022-03-21
GH-00235,Cocoa,Brong Ahafo,3.18,,263.2,4.68,1159.9,1157.4,2023-08-18,2024-05-10
GH-00793,Yam,Volta,3.07,36.8,137.2,5.52,1392.3,13868.7,2022-07-03,2023-01-22
GH-01914,Plantain,Brong Ahafo,0.89,46.5,280.7,5.26,1221.0,8225.0,2022-06-22,2022-10-24
GH-01148,Rice,Greater Accra,2.85,20.4,297.4,7.0,1267.3,4815.1,2022-10-16,2023-03-08
GH-01757,Maize,Upper West,1.24,11.7,172.4,6.8,1064.1,1776.2,2023-02-24,2023-07-16
GH-01279,,Upper West,0.97,31.9,267.8,5.28,,8748.0,2022-04-29,2023-01-15
GH-00891,Groundnut,Upper East,2.28,9.7,253.3,4.51,949.9,1275.0,2022-08-11,2023-01-06
GH-00685,Maize,Central,2.03,25.6,62.6,6.04,1073.7,2558.6,2023-04-26,2023-08-04
GH-00345,Cassava,Upper West,1.59,37.6,198.2,7.39,972.8,16465.2,2023-05-30,2024-02-05
GH-00100,Yam,Central,1.69,6.5,229.9,5.63,1035.7,9007.9,2023-06-27,2023-12-31
GH-00559,Soybean,Upper East,2.11,18.4,,5.43,1024.3,1183.9,2023-11-25,2024-04-01
GH-00549,Rice,Central,3.1,12.2,206.0,6.4,1310.0,3617.6,2022-12-20,2023-05-01
GH-00008,Yam,Greater Accra,0.81,40.8,180.0,7.14,946.1,7518.7,2023-03-17,2023-09-13
GH-01768,,Greater Accra,,33.3,206.5,5.65,827.4,4333.1,2023-08-02,2023-12-21
GH-01147,Groundnut,Volta,,24.1,,6.05,1124.2,1956.1,2022-11-19,2023-04-12
GH-01626,Groundnut,Greater Accra,0.96,23.3,90.8,5.21,1014.0,2225.1,2022-04-05,2022-07-30
GH-01145,Cocoa,Volta,1.38,28.0,218.5,5.78,1307.4,1028.2,2022-06-04,2023-02-20
GH-00245,Groundnut,Western,0.77,,197.8,5.4,1741.0,1207.7,2023-04-09,2022-11-15
GH-01140,Maize,Upper West,0.68,,191.0,6.68,982.3,2773.9,2023-03-22,2023-08-10
GH-00748,Groundnut,Volta,1.42,32.5,156.2,5.65,1320.3,2473.1,2023-08-28,2023-12-08
GH-01617,Groundnut,Ashanti,0.7,16.0,274.5,7.19,1641.1,2298.1,2023-02-22,2023-06-20
GH-01356,Cocoa,Upper West,3.34,34.3,69.7,6.09,905.9,469.4,2022-03-28,2023-01-02
GH-01514,Maize,Upper West,1.0,31.2,221.2,5.89,1186.2,2408.1,2023-05-30,2023-09-12
GH-00607,Groundnut,Volta,2.06,7.1,70.7,7.13,1304.6,1320.9,2023-01-15,2023-05-18
GH-01402,Cassava,Western,2.58,14.5,123.1,5.81,1829.6,10538.0,2022-01-13,2022-10-02
GH-01874,Plantain,Upper East,1.8,37.7,73.9,5.81,990.8,12667.2,2023-01-27,2023-05-04
GH-00586,Groundnut,Western,0.52,10.4,83.7,5.0,1880.3,1773.7,2023-07-20,2023-12-06
GH-01892,Plantain,Central,1.92,42.7,54.5,6.94,1420.0,6052.9,2023-11-16,2024-03-28
GH-01412,Rice,Ashanti,0.88,31.3,73.1,5.61,1644.4,4173.8,2023-10-20,2024-02-15
GH-00727,Cassava,Northern,1.78,36.9,150.7,7.47,1102.7,19132.5,2022-10-28,2023-12-27
GH-00550,Groundnut,Ashanti,3.25,29.2,206.5,5.76,1360.5,1667.9,2023-04-19,2023-09-03
GH-01683,,Ashanti,0.99,43.2,202.2,6.9,1958.7,8967.6,2023-04-16,2024-01-26
GH-00389,Maize,Brong Ahafo,2.1,38.2,168.1,5.62,1307.0,1730.0,2023-12-22,2024-05-01
GH-00164,Cocoa,Upper West,2.57,41.4,65.8,6.71,955.8,690.7,2023-01-04,2023-11-02
GH-01163,Rice,Volta,3.09,8.5,189.9,6.42,1377.7,3484.8,2023-09-10,2024-02-27
GH-01311,Cassava,Brong Ahafo,1.32,13.2,123.1,7.23,1319.1,14195.9,2022-06-15,2023-05-29
GH-00702,Soybean,Ashanti,1.85,47.1,137.3,6.12,1481.6,2508.6,2022-05-06,2022-08-07
GH-00906,Rice,Eastern,0.88,6.2,292.9,7.35,1412.0,3517.0,2023-12-27,2024-04-08
GH-01649,Maize,Western,,23.7,221.1,6.03,2027.9,1786.8,2022-10-02,2023-01-09
GH-00429,Maize,Northern,1.12,13.7,150.5,7.12,1005.1,2226.3,2022-03-01,2022-05-31
GH-00631,Maize,Greater Accra,0.86,31.0,,6.06,1194.1,3211.1,2023-03-21,2023-07-05
GH-00961,Maize,Ashanti,1.02,30.7,185.6,5.33,1503.2,3294.7,2023-01-29,2023-06-26
GH-01810,Rice,Northern,2.69,28.5,262.7,6.95,1028.0,3297.4,2022-12-30,2023-05-16
GH-00895,,Northern,3.25,22.9,264.7,5.39,1103.4,755.3,2023-07-10,2024-03-30
GH-01390,Maize,Upper West,0.77,,130.8,5.16,1190.3,,2023-04-16,2023-08-17
GH-00953,Yam,Central,2.62,25.0,200.9,6.98,1432.6,,2023-03-10,2023-09-17
GH-01321,Soybean,Brong Ahafo,1.13,43.5,161.7,7.34,1114.4,1602.4,2023-12-01,2024-03-14
GH-01255,Yam,Greater Accra,1.22,48.2,211.4,7.21,965.2,15489.1,2022-08-14,2023-05-20
GH-01711,Yam,Northern,2.87,5.6,298.3,4.64,1049.2,15661.1,2022-05-03,2022-12-23
GH-00746,Rice,ASH,2.12,35.6,257.4,7.15,1632.5,2166.0,2023-07-26,2023-11-24
GH-01158,Maize,Western,0.82,43.6,179.8,6.23,1849.9,2454.6,2023-10-02,2024-01-16
GH-00142,Maize,Upper East,2.43,8.3,272.1,4.86,929.0,4352.6,2023-08-11,2023-11-14
GH-00149,Maize,Northern,3.04,15.5,234.3,4.59,1098.5,3135.7,2023-08-04,2023-11-13
GH-01643,Yam,Ashanti,1.41,22.6,62.3,4.55,1821.7,16597.4,2023-03-09,2023-10-16
GH-00481,Cocoa,Greater Accra,0.85,17.7,280.3,6.07,1052.9,,2023-11-25,2024-08-03
GH-00151,Cassava,Northern,1.33,17.4,158.5,6.78,1124.8,9137.3,2022-07-12,2023-04-25
GH-00440,Cassava,Eastern,3.32,37.0,279.2,5.68,1383.7,17033.5,2023-11-19,2025-03-24
GH-00611,Yam,Greater Accra,1.89,33.3,159.7,6.6,912.9,8637.1,2023-06-23,2024-03-28
GH-00991,Rice,Upper East,1.75,25.9,105.5,6.03,967.0,4716.7,2023-03-03,2023-06-20
GH-01043,Groundnut,Ashanti,2.33,28.6,189.3,6.91,1877.0,1177.3,2023-12-24,2024-04-02
GH-00751,Soybean,Greater Accra,1.66,6.1,,7.14,1000.2,1531.5,2022-09-22,2023-02-08
GH-01638,Yam,Greater Accra,2.09,22.3,77.8,5.86,822.4,,2022-10-03,2023-04-11
GH-01584,Soybean,Central,1.45,37.5,267.1,5.84,1276.8,2792.0,2022-10-11,2023-03-09
GH-00135,Groundnut,Brong Ahafo,0.68,38.0,51.0,4.96,1107.5,1465.3,2022-12-22,2023-05-02
GH-00908,Cassava,Greater Accra,1.15,18.3,248.1,6.14,1212.2,15763.1,2023-06-25,2024-12-10
GH-00417,Yam,Eastern,1.07,10.4,201.7,6.48,1447.6,10976.8,2022-11-30,2023-06-21
GH-00583,Cocoa,Ashanti,2.98,23.1,149.4,4.53,1381.0,1168.9,2023-04-03,2023-10-25
GH-00937,Plantain,Volta,2.39,50.0,87.2,5.18,1313.2,14692.9,2023-04-10,2023-07-23
GH-00012,Groundnut,Brong Ahafo,2.28,34.6,274.9,5.96,1107.3,2390.9,2023-07-25,2023-10-29
GH-01225,Maize,Volta,2.88,26.7,,6.66,1172.1,2663.7,2023-11-27,2024-04-16
GH-01449,Plantain,Upper West,1.84,25.4,236.0,5.91,1083.1,6000.4,2023-02-27,2023-06-04
GH-00962,Maize,Upper East,3.13,47.0,108.3,6.02,998.1,3357.4,2022-12-02,2023-04-28
GH-00364,Rice,Eastern,0.66,14.9,177.2,6.85,1580.5,3357.3,2022-02-10,2022-05-24
GH-01958,Cassava,Central,2.62,16.6,91.8,6.45,1495.9,19803.9,2022-08-08,2023-06-03
GH-01801,Groundnut,Eastern,1.85,43.2,,5.7,1618.5,1829.6,2022-07-20,2022-12-08
GH-01182,Soybean,Northern,2.07,9.3,237.4,4.6,1024.0,2255.0,2023-12-24,2024-03-26
GH-01144,Groundnut,Upper West,1.03,24.4,90.6,6.8,1037.6,1916.6,2023-02-10,2023-05-11
GH-01582,Rice,Eastern,1.46,30.7,83.5,5.91,1506.7,4487.1,2023-08-08,2023-12-01
GH-00169,Groundnut,Ashanti,1.75,44.9,186.0,6.27,1445.4,1270.3,2022-12-03,2023-04-17
GH-00227,Yam,Greater Accra,0.64,47.9,242.6,7.4,841.2,9497.3,2022-06-24,2023-02-14
GH-01651,Cassava,Upper East,2.87,13.4,217.0,6.75,,16116.8,2023-09-09,2024-12-27
GH-00799,Maize,Western,1.81,34.7,234.7,5.36,1880.5,3672.0,2023-07-03,2023-11-08
GH-00822,Cocoa,Western,1.44,7.2,98.2,4.92,1856.7,961.8,2023-08-18,2024-04-28
GH-00466,Groundnut,Central,2.59,22.5,120.9,6.94,1136.0,1061.8,2023-01-26,2023-05-17
GH-01558,Cassava,Brong Ahafo,2.16,27.7,76.4,5.97,1341.0,17235.4,2023-06-07,2024-03-19
GH-00666,Yam,Greater Accra,3.35,12.1,254.3,5.8,1052.0,8335.6,2023-02-04,2023-11-07
GH-01548,,Eastern,1.88,10.3,187.8,5.61,1354.5,1667.4,2023-06-09,2023-10-03
GH-01354,Plantain,Upper East,1.2,,136.4,6.21,931.3,13507.1,2023-12-25,2024-04-15
GH-01922,Yam,Ashanti,2.43,,115.9,7.08,1904.3,16917.7,2023-04-22,2023-11-03
GH-01352,Soybean,Greater Accra,1.51,49.9,247.4,7.24,947.1,1620.0,2023-09-14,2023-12-27
GH-01505,Groundnut,Volta,2.83,41.9,251.8,6.32,1047.5,1428.9,2023-03-25,2023-08-05
GH-00979,Soybean,Central,3.32,28.1,153.0,5.56,1452.2,2180.0,2022-07-17,2022-11-02
GH-01149,Cassava,Central,,13.3,144.3,6.48,1019.2,15660.5,2022-09-15,2023-08-11
GH-00159,Maize,Brong Ahafo,1.51,39.8,290.7,5.58,1325.7,3879.9,2023-03-30,2023-08-04
GH-00903,Plantain,Volta,,29.6,288.2,5.89,1183.4,14273.3,2022-11-12,2023-03-23
GH-01849,Maize,Greater Accra,2.72,11.5,196.9,5.3,864.5,2321.5,2022-01-17,2022-05-04
GH-01330,Yam,Upper West,3.49,26.6,208.4,6.24,1035.1,17577.0,2023-02-03,2023-10-08
GH-01351,Cocoa,Volta,0.98,17.1,298.0,4.9,1039.4,1167.2,2023-03-21,2023-10-09
GH-01247,Plantain,Central,1.44,6.3,82.9,6.97,1213.2,8781.4,2023-11-23,2024-04-17
GH-01077,Plantain,Greater Accra,2.82,5.9,293.6,6.45,1266.3,14260.6,2022-07-12,2022-11-13
GH-00623,Groundnut,Western,2.1,46.6,52.8,6.87,2059.1,2094.6,2023-07-06,2023-10-25
GH-00701,Rice,Brong Ahafo,3.45,23.6,213.3,4.55,,3138.3,2023-07-07,2023-10-06
GH-00148,Cassava,Central,3.19,9.9,263.4,6.7,1039.6,12404.9,2023-08-29,2024-09-18
GH-01832,Yam,Greater Accra,0.65,40.3,50.4,7.04,,11794.5,2022-02-23,2022-08-26
GH-00561,Cocoa,Brong Ahafo,2.85,12.0,129.6,5.13,1327.1,824.2,2022-06-07,2023-01-13
GH-01164,Plantain,Upper West,2.97,30.8,53.6,7.32,1055.2,13192.7,2022-07-21,2022-10-30
GH-00167,Soybean,Volta,1.19,17.6,66.1,5.26,1295.9,1977.2,2022-10-29,2023-02-05
GH-00241,Rice,Ashanti,1.98,14.9,76.5,5.38,1675.2,4064.3,2023-09-07,2024-01-05
GH-00576,Plantain,Northern,3.27,41.4,136.6,4.59,1031.6,13334.1,2022-02-15,2022-06-03
GH-00663,Yam,Central,,37.7,281.2,5.29,1199.9,7544.9,2022-09-21,2023-05-01
GH-00284,Groundnut,Brong Ahafo,1.39,37.1,57.4,6.95,1124.4,1303.4,2023-03-18,2023-07-11
GH-00408,Soybean,Eastern,3.31,14.3,222.5,7.06,1361.2,,2022-05-23,2022-09-30
GH-01762,Groundnut,Greater Accra,1.94,46.4,167.6,6.81,1169.3,1554.3,2023-10-06,2024-02-06
GH-00854,Cassava,Greater Accra,3.35,9.0,98.8,6.88,1186.7,15771.0,2023-01-20,2024-06-13
GH-00124,Groundnut,Greater Accra,2.14,5.1,197.8,6.97,1245.8,2223.4,2023-02-10,2023-06-06
GH-01316,Cocoa,Ashanti,2.99,47.0,233.1,4.88,1791.4,558.5,2023-03-07,2023-09-07
GH-00795,Maize,Greater Accra,1.79,44.3,70.0,6.24,1084.7,2598.0,2022-06-09,2022-01-12
GH-01347,Cassava,Eastern,2.57,21.5,102.4,7.01,1380.6,12285.9,2022-10-05,2024-01-30
GH-00359,Maize,Upper East,0.87,31.3,271.9,7.13,1089.2,1861.7,2022-02-17,2022-05-27
GH-00562,Cassava,Brong Ahafo,1.76,21.8,232.7,5.45,1114.3,11168.3,2023-04-26,2024-10-16
GH-00248,Maize,Brong Ahafo,1.83,36.5,178.6,4.75,1265.0,3858.9,2022-02-15,2022-06-04
GH-00289,Maize,Central,1.39,28.3,51.2,5.57,1296.5,1715.7,2023-10-08,2024-01-16
GH-01102,Rice,Volta,0.62,12.4,274.4,4.84,1071.9,,2023-05-10,2023-09-09
GH-00385,Yam,Western,0.79,21.1,177.2,6.78,1955.3,8060.8,2022-07-06,2023-03-31
GH-01754,Groundnut,Ashanti,1.9,50.0,159.1,6.09,1937.1,1983.8,2023-02-24,2023-06-27
GH-00968,Plantain,Brong Ahafo,1.59,32.1,123.2,6.48,1113.9,9839.0,2023-04-23,2023-08-25
GH-00784,Cocoa,Northern,2.74,13.4,,4.59,1057.5,668.6,2022-01-14,2022-09-07
GH-01268,Cocoa,Brong Ahafo,3.39,38.6,150.6,7.43,1275.4,603.1,2022-04-16,2023-01-24
GH-01980,Rice,Greater Accra,2.54,42.2,117.0,5.85,967.3,2430.1,2023-07-03,2023-10-26
GH-01443,Cocoa,Brong Ahafo,2.79,22.3,183.4,7.1,1162.7,412.1,2022-09-13,2023-03-20
GH-01871,Groundnut,Ashanti,0.53,21.0,127.2,5.04,1511.5,1864.1,2023-08-08,2023-12-31
GH-00236,Cocoa,Brong Ahafo,0.5,23.5,146.9,6.47,1118.0,462.4,2022-05-21,2022-12-11
GH-00231,Plantain,Ashanti,2.92,36.5,179.4,5.66,1507.3,6488.6,2023-11-25,2024-04-14
GH-01736,Soybean,Upper East,1.55,22.4,157.2,5.56,925.7,2332.8,2022-10-28,2023-02-18
GH-00904,Groundnut,Western,2.9,37.2,151.2,6.35,1918.2,1994.8,2022-12-06,2023-04-03
GH-00902,Cocoa,Ashanti,2.55,12.8,266.8,4.72,1333.7,1051.9,2022-05-20,2022-12-02
GH-01172,Cassava,Northern,2.4,44.4,260.1,6.77,,8322.2,2022-09-16,2023-07-29
GH-01265,Plantain,Upper East,1.46,28.6,122.5,5.6,1065.6,12530.1,2023-09-23,2024-01-02
GH-01861,Plantain,Ashanti,3.17,,99.5,4.93,,11020.5,2023-10-16,2024-03-07
GH-01266,Cassava,Volta,1.81,14.0,53.6,6.18,1283.0,18964.8,2024-10-30,2023-07-23
GH-00514,Plantain,Brong Ahafo,2.14,,231.0,5.3,1255.8,5320.6,2023-08-29,2023-12-07
GH-01640,Rice,Upper East,3.27,12.2,,4.75,1021.0,3748.2,2022-07-05,2022-11-06
GH-01478,,Western,2.8,25.1,132.8,5.51,1786.0,1000.4,2022-02-23,2022-05-31
GH-01887,Rice,Eastern,1.45,23.3,154.9,5.74,1257.9,2144.6,2023-05-15,2023-09-06
GH-00186,Yam,Upper East,0.91,24.3,188.1,5.46,996.4,13533.6,2022-09-02,2023-03-31
GH-01415,Rice,Volta,2.25,10.4,218.2,6.61,1371.1,4794.9,2022-03-30,2022-08-01
GH-00718,Cocoa,Brong Ahafo,1.64,46.9,51.3,7.21,1142.8,582.2,2022-12-13,2023-07-09
GH-00788,Soybean,Eastern,1.29,13.3,,6.34,1612.4,1889.3,2022-08-27,2023-01-13
GH-00674,Plantain,Central,2.64,32.7,273.9,5.16,1266.4,9323.8,2022-04-25,2022-08-13
GH-00271,Plantain,Upper West,,32.9,128.7,5.1,961.5,12299.1,2022-11-29,2023-03-12
GH-00692,Plantain,Northern,0.55,28.5,287.5,5.9,1007.1,10648.5,2023-03-15,2023-07-08
GH-00521,Soybean,Western,3.23,18.1,131.7,5.71,1742.0,1353.6,2023-06-20,2023-10-08
GH-00175,Soybean,Central,2.36,19.7,177.8,7.04,1247.9,2055.9,2022-09-07,2023-01-11
GH-00592,Soybean,Volta,0.73,9.5,86.2,5.43,1367.6,1709.8,2022-12-22,2023-05-19
GH-00508,Cassava,Northern,3.08,20.8,97.8,5.07,1145.4,12499.9,2023-08-04,2024-07-10
GH-01927,Yam,Volta,1.45,48.2,215.3,4.77,1358.5,10496.5,2022-12-06,2023-07-21
GH-01465,Cassava,Ashanti,2.46,31.5,80.7,6.68,1409.3,9754.7,2022-02-26,2023-02-12
GH-00475,Cassava,Ashanti,2.52,33.1,53.4,5.3,1518.0,14354.9,2022-03-16,2022-12-20
GH-00711,Groundnut,Upper East,2.33,16.3,228.5,5.98,1089.0,1101.2,2022-01-18,2022-05-02
GH-00936,Maize,Volta,1.12,24.4,259.0,4.97,1047.8,1893.5,2022-08-28,2023-01-02
GH-00617,,Volta,2.67,17.3,67.8,4.51,1110.0,3394.7,2023-02-17,2023-07-04
GH-01248,Plantain,Upper West,1.25,34.0,220.1,6.54,1058.0,5255.2,2023-09-21,2024-01-12
GH-00495,Yam,Upper East,3.32,23.1,,4.6,1048.3,9036.0,2022-09-28,2023-05-16
GH-00122,Yam,Volta,3.14,43.1,110.9,5.28,,12300.8,2022-07-18,2023-03-14
GH-01367,Cassava,Northern,2.69,28.4,295.5,7.07,1088.4,19696.8,2023-02-01,2024-05-23
GH-00774,Cocoa,Upper East,1.34,5.6,223.5,5.83,,870.8,2023-01-27,2023-11-02
GH-00317,Cassava,Upper East,,44.4,281.8,6.92,958.8,,2023-10-14,2024-07-21
GH-01310,Cocoa,Central,2.14,25.6,127.4,7.39,,817.8,2022-04-23,2023-01-20
GH-00499,Maize,Ashanti,2.72,29.6,127.4,4.86,1652.5,1884.1,2022-08-27,2023-01-21
GH-01829,Plantain,Northern,0.84,9.6,245.8,5.38,1085.6,6832.3,2022-05-20,2022-10-06
GH-01197,Rice,Eastern,2.85,15.7,200.9,4.61,1616.4,4981.1,2022-03-08,2022-07-09
GH-00423,Plantain,Brong Ahafo,1.24,36.7,273.5,5.38,1109.3,7465.2,2023-01-31,2023-05-26
GH-00434,Soybean,Central,0.85,40.6,52.4,4.62,1244.6,2223.5,2023-07-09,2023-11-13
GH-00375,Maize,Brong Ahafo,1.95,18.5,68.9,6.54,1216.8,1840.8,2022-07-28,2022-12-08
GH-00876,Cassava,Brong Ahafo,0.57,15.5,127.1,4.86,1146.3,19996.0,2023-03-19,2024-06-18
GH-01213,Rice,Volta,0.85,28.2,261.1,4.55,1280.9,3583.7,2023-08-19,2023-12-18
GH-00188,Groundnut,Upper West,,,118.6,5.81,1008.2,831.1,2023-01-08,2023-05-31
GH-01106,Cocoa,Central,1.08,7.5,58.4,6.02,1492.2,1092.1,2023-09-08,2024-04-10
GH-01025,Soybean,Ashanti,0.58,16.4,219.1,5.34,1864.3,1253.6,2022-06-06,2022-09-27
GH-01532,Rice,Central,2.24,10.2,259.7,4.55,1289.3,2648.8,2023-05-14,2023-01-28
GH-00847,Rice,Brong Ahafo,1.91,35.5,238.4,4.71,1387.9,3131.1,2022-03-07,2022-07-18
GH-01173,Cassava,Northern,2.25,,212.0,5.3,1143.4,16495.6,2022-02-24,2023-08-13
GH-01556,Yam,Ashanti,0.54,12.8,99.2,5.93,1942.5,8970.7,2023-04-17,2024-02-02
GH-00504,Soybean,Volta,1.48,32.8,291.9,6.81,1397.1,1633.8,2022-10-16,2023-02-07
GH-01960,Cassava,Western,2.92,17.8,190.8,5.63,1881.0,13311.3,2023-12-31,2025-04-10
GH-00624,Rice,Western,2.87,15.4,187.2,6.4,,4088.7,2023-12-06,2024-04-16
GH-01388,Cocoa,Central,1.28,27.6,127.4,7.36,1200.8,840.2,2022-07-14,2023-01-19
GH-01906,Rice,Brong Ahafo,1.05,49.3,202.2,4.7,1191.8,2044.9,2022-12-31,2023-05-23
GH-00616,Cassava,Brong Ahafo,1.73,34.4,268.0,6.89,1111.5,18133.1,2023-07-22,2024-05-24
GH-00433,Yam,Brong Ahafo,2.7,,50.7,4.88,1312.0,7350.7,2022-01-01,2022-10-20
GH-00729,Yam,Upper West,2.06,41.9,253.4,4.72,1112.1,9949.4,2022-01-26,2022-09-08
GH-00021,Plantain,Upper West,0.89,26.9,197.5,6.78,963.7,13264.1,2023-09-10,2023-12-22
GH-00612,Rice,Volta,1.74,33.8,240.1,7.28,,3950.3,2022-03-16,2022-07-27
GH-01680,Rice,Central,0.83,39.9,90.9,6.25,1442.4,3518.7,2023-10-01,2024-02-01
GH-00548,,Central,1.5,41.1,61.6,5.01,1042.1,957.3,2023-12-31,2024-07-30
GH-00210,Yam,Brong Ahafo,3.4,10.3,254.5,5.35,1119.2,13113.3,2022-05-06,2022-11-30
GH-01945,Yam,Brong Ahafo,2.82,48.7,,6.98,1299.6,13844.6,2022-09-02,2023-03-29
GH-01519,,Northern,0.88,46.2,132.8,5.26,1035.5,435.4,2022-03-25,2022-10-20
GH-01296,Rice,Volta,0.63,37.4,118.8,7.47,1177.6,4050.1,2022-08-20,2022-12-18
GH-01595,Cocoa,Greater Accra,2.91,9.5,83.8,4.56,880.7,502.9,2022-07-27,2023-02-11
GH-01477,Groundnut,Central,3.33,,67.3,4.76,1122.9,1832.5,2022-07-04,2022-11-04
GH-00370,Groundnut,Greater Accra,2.79,9.8,222.8,6.91,873.3,1801.9,2023-10-19,2024-01-18
GH-00361,Cocoa,Central,3.05,32.9,153.4,6.19,1081.3,980.7,2023-05-14,2023-12-21
GH-00278,Plantain,Brong Ahafo,2.79,34.6,132.2,7.25,1323.3,14655.2,2023-06-17,2023-09-17
